customer_id,full_name,birth_year,region,segment,annual_income,tenure_months,vulnerability_flag,data_classification
C000575,Synthetic Customer 0575,2005,Ulster (ROI),Mass Market,27176.73,155,0,SYNTHETIC
C000576,Synthetic Customer 0576,1978,Munster,Mass Market,48542.87,10,0,SYNTHETIC
C000577,Synthetic Customer 0577,1991,Dublin,Emerging Affluent,41596.84,141,0,SYNTHETIC
C000578,Synthetic Customer 0578,2003,Dublin,Mass Market,63105.38,89,1,SYNTHETIC
C000579,Synthetic Customer 0579,1971,Ulster (ROI),Mass Market,62480.43,18,0,SYNTHETIC
C000580,Synthetic Customer 0580,1999,Leinster,Mass Market,22000,171,0,SYNTHETIC
C000581,Synthetic Customer 0581,1999,Ulster (ROI),Mass Market,29573.52,148,0,SYNTHETIC
C000582,Synthetic Customer 0582,1969,Munster,Mass Market,49077.57,24,0,SYNTHETIC
C000583,Synthetic Customer 0583,1960,Leinster,Mass Market,54319.42,96,0,SYNTHETIC
C000584,Synthetic Customer 0584,1951,Leinster,Mass Market,22000,32,0,SYNTHETIC
C000585,Synthetic Customer 0585,1984,Dublin,Emerging Affluent,119916.52,7,0,SYNTHETIC
C000586,Synthetic Customer 0586,1983,Connacht,Emerging Affluent,41988.87,169,0,SYNTHETIC
C000587,Synthetic Customer 0587,2002,Leinster,Mass Market,69434.96,153,0,SYNTHETIC
C000588,Synthetic Customer 0588,1972,Ulster (ROI),Mass Market,33552.52,204,0,SYNTHETIC
C000589,Synthetic Customer 0589,1978,Munster,Mass Market,30541.45,44,0,SYNTHETIC
C000590,Synthetic Customer 0590,2001,Munster,Emerging Affluent,22000,37,0,SYNTHETIC
C000591,Synthetic Customer 0591,1962,Dublin,Emerging Affluent,43873.67,129,0,SYNTHETIC
C000592,Synthetic Customer 0592,1949,Leinster,Mass Market,28689.94,18,0,SYNTHETIC
C000593,Synthetic Customer 0593,1963,Dublin,Emerging Affluent,26903.46,151,0,SYNTHETIC
C000594,Synthetic Customer 0594,1993,Munster,Mass Market,29809.44,37,0,SYNTHETIC
C000595,Synthetic Customer 0595,1970,Ulster (ROI),Mass Market,45137.55,169,0,SYNTHETIC
C000596,Synthetic Customer 0596,1981,Leinster,Mass Market,22000,3,0,SYNTHETIC
C000597,Synthetic Customer 0597,1992,Ulster (ROI),Mass Market,22000,7,0,SYNTHETIC
C000598,Synthetic Customer 0598,1965,Dublin,Emerging Affluent,65228.65,58,0,SYNTHETIC
C000599,Synthetic Customer 0599,1989,Leinster,Mass Market,35367.06,107,0,SYNTHETIC
C000600,Synthetic Customer 0600,1952,Leinster,Mass Market,54752.17,202,0,SYNTHETIC
C000601,Synthetic Customer 0601,2000,Leinster,Emerging Affluent,49665.03,175,0,SYNTHETIC
C000602,Synthetic Customer 0602,2003,Munster,Mass Market,56675.68,202,0,SYNTHETIC
C000603,Synthetic Customer 0603,2005,Munster,Mass Market,22000,97,1,SYNTHETIC
C000604,Synthetic Customer 0604,1967,Dublin,Emerging Affluent,43137.22,39,0,SYNTHETIC
C000605,Synthetic Customer 0605,1967,Dublin,Mass Market,28000.47,47,0,SYNTHETIC
C000606,Synthetic Customer 0606,1995,Connacht,Mass Market,24764.08,44,1,SYNTHETIC
C000607,Synthetic Customer 0607,1955,Ulster (ROI),Mass Market,22000,82,0,SYNTHETIC
C000608,Synthetic Customer 0608,1962,Munster,Mass Market,37137.01,73,0,SYNTHETIC
C000609,Synthetic Customer 0609,1972,Munster,Emerging Affluent,41035.37,34,0,SYNTHETIC
C000610,Synthetic Customer 0610,1979,Leinster,Mass Market,29358.98,216,0,SYNTHETIC
C000611,Synthetic Customer 0611,1989,Munster,Mass Market,26633.51,82,0,SYNTHETIC
C000612,Synthetic Customer 0612,1984,Connacht,Emerging Affluent,74835.1,137,0,SYNTHETIC
C000613,Synthetic Customer 0613,2001,Munster,Mass Market,78607.34,35,0,SYNTHETIC
C000614,Synthetic Customer 0614,1995,Leinster,Emerging Affluent,50816.43,198,1,SYNTHETIC
C000615,Synthetic Customer 0615,1951,Dublin,Mass Market,57781.69,11,0,SYNTHETIC
C000616,Synthetic Customer 0616,1979,Leinster,Mass Market,43357.28,88,0,SYNTHETIC
C000617,Synthetic Customer 0617,2005,Ulster (ROI),Affluent,65522.95,190,1,SYNTHETIC
C000618,Synthetic Customer 0618,1969,Leinster,Mass Market,22000,190,0,SYNTHETIC
C000619,Synthetic Customer 0619,1995,Munster,Affluent,32739.64,55,0,SYNTHETIC
C000620,Synthetic Customer 0620,1993,Munster,Emerging Affluent,54554.09,132,0,SYNTHETIC
C000621,Synthetic Customer 0621,1980,Leinster,Mass Market,28385.49,131,0,SYNTHETIC
C000622,Synthetic Customer 0622,2004,Connacht,Mass Market,49660.11,26,0,SYNTHETIC
C000623,Synthetic Customer 0623,1973,Dublin,Affluent,73949.91,102,0,SYNTHETIC
C000624,Synthetic Customer 0624,1993,Dublin,Mass Market,31225.39,236,0,SYNTHETIC
C000625,Synthetic Customer 0625,1949,Dublin,Mass Market,49745.46,12,0,SYNTHETIC
C000626,Synthetic Customer 0626,1958,Dublin,Emerging Affluent,73916.73,135,0,SYNTHETIC
C000627,Synthetic Customer 0627,1948,Ulster (ROI),Emerging Affluent,27702.53,122,0,SYNTHETIC
C000628,Synthetic Customer 0628,1982,Leinster,Mass Market,23906.45,202,0,SYNTHETIC
C000629,Synthetic Customer 0629,1972,Leinster,Mass Market,37500.27,136,1,SYNTHETIC
C000630,Synthetic Customer 0630,1967,Ulster (ROI),Mass Market,49784.08,14,0,SYNTHETIC
C000631,Synthetic Customer 0631,1960,Leinster,Mass Market,43572.16,219,0,SYNTHETIC
C000632,Synthetic Customer 0632,1965,Dublin,Mass Market,41461.58,53,0,SYNTHETIC
C000633,Synthetic Customer 0633,1948,Leinster,Mass Market,78485.24,94,1,SYNTHETIC
C000634,Synthetic Customer 0634,1984,Munster,Mass Market,44477.84,47,0,SYNTHETIC
C000635,Synthetic Customer 0635,1960,Leinster,Emerging Affluent,36526.56,24,0,SYNTHETIC
C000636,Synthetic Customer 0636,1963,Leinster,Emerging Affluent,28194.08,32,0,SYNTHETIC
C000637,Synthetic Customer 0637,1968,Leinster,Emerging Affluent,27731.63,189,0,SYNTHETIC
C000638,Synthetic Customer 0638,1980,Munster,Emerging Affluent,29971.48,75,0,SYNTHETIC
C000639,Synthetic Customer 0639,2005,Ulster (ROI),Mass Market,38847.86,135,0,SYNTHETIC
C000640,Synthetic Customer 0640,1970,Dublin,Mass Market,121897.07,112,0,SYNTHETIC
C000641,Synthetic Customer 0641,1980,Dublin,Mass Market,35446.29,81,0,SYNTHETIC
C000642,Synthetic Customer 0642,1989,Connacht,Mass Market,43146.06,150,0,SYNTHETIC
C000643,Synthetic Customer 0643,1975,Dublin,Emerging Affluent,32537.95,82,0,SYNTHETIC
C000644,Synthetic Customer 0644,1949,Dublin,Mass Market,26856.31,94,0,SYNTHETIC
C000645,Synthetic Customer 0645,1976,Dublin,Mass Market,63752.97,146,0,SYNTHETIC
C000646,Synthetic Customer 0646,1978,Leinster,Mass Market,26078.19,73,0,SYNTHETIC
C000647,Synthetic Customer 0647,1956,Dublin,Mass Market,51727.93,141,0,SYNTHETIC
C000648,Synthetic Customer 0648,1971,Dublin,Mass Market,39382.18,82,0,SYNTHETIC
C000649,Synthetic Customer 0649,1973,Ulster (ROI),Mass Market,46868.17,47,0,SYNTHETIC
C000650,Synthetic Customer 0650,1967,Dublin,Emerging Affluent,28686.73,221,0,SYNTHETIC
C000651,Synthetic Customer 0651,1992,Ulster (ROI),Emerging Affluent,28870.36,178,0,SYNTHETIC
C000652,Synthetic Customer 0652,1977,Connacht,Affluent,44910.12,4,0,SYNTHETIC
C000653,Synthetic Customer 0653,1964,Ulster (ROI),Mass Market,40823.32,181,0,SYNTHETIC
C000654,Synthetic Customer 0654,1989,Munster,Mass Market,42424.97,33,0,SYNTHETIC
C000655,Synthetic Customer 0655,1964,Dublin,Mass Market,22353.99,15,0,SYNTHETIC
C000656,Synthetic Customer 0656,1969,Ulster (ROI),Emerging Affluent,33582.16,182,0,SYNTHETIC
C000657,Synthetic Customer 0657,1951,Connacht,Emerging Affluent,30739.33,78,0,SYNTHETIC
C000658,Synthetic Customer 0658,1962,Connacht,Mass Market,33763.12,187,0,SYNTHETIC
C000659,Synthetic Customer 0659,1962,Ulster (ROI),Mass Market,37361.12,60,0,SYNTHETIC
C000660,Synthetic Customer 0660,2000,Dublin,Mass Market,47154.29,194,0,SYNTHETIC
C000661,Synthetic Customer 0661,1970,Munster,Mass Market,30892.76,85,0,SYNTHETIC
C000662,Synthetic Customer 0662,1976,Dublin,Emerging Affluent,79709.09,78,0,SYNTHETIC
C000663,Synthetic Customer 0663,1974,Dublin,Mass Market,56011.35,225,0,SYNTHETIC
C000664,Synthetic Customer 0664,1977,Dublin,Mass Market,30502.23,116,0,SYNTHETIC
C000665,Synthetic Customer 0665,1959,Connacht,Mass Market,46819.07,165,0,SYNTHETIC
C000666,Synthetic Customer 0666,1988,Munster,Emerging Affluent,22000,65,0,SYNTHETIC
C000667,Synthetic Customer 0667,1979,Munster,Mass Market,37488.54,40,0,SYNTHETIC
C000668,Synthetic Customer 0668,1994,Dublin,Mass Market,30211.24,211,0,SYNTHETIC
C000669,Synthetic Customer 0669,1963,Leinster,Mass Market,66393.71,58,0,SYNTHETIC
C000670,Synthetic Customer 0670,2001,Leinster,Mass Market,59349.87,132,1,SYNTHETIC
C000671,Synthetic Customer 0671,1975,Dublin,Mass Market,29938.39,26,0,SYNTHETIC
C000672,Synthetic Customer 0672,1970,Dublin,Emerging Affluent,30121.96,80,0,SYNTHETIC
C000673,Synthetic Customer 0673,2004,Connacht,Affluent,59409.74,226,0,SYNTHETIC
C000674,Synthetic Customer 0674,1980,Dublin,Emerging Affluent,55565.6,159,0,SYNTHETIC
C000675,Synthetic Customer 0675,1997,Dublin,Mass Market,24204.86,27,0,SYNTHETIC
C000676,Synthetic Customer 0676,1994,Leinster,Mass Market,31586.99,103,0,SYNTHETIC
C000677,Synthetic Customer 0677,1991,Leinster,Emerging Affluent,24631.75,29,0,SYNTHETIC
C000678,Synthetic Customer 0678,1962,Leinster,Mass Market,41044.43,20,0,SYNTHETIC
C000679,Synthetic Customer 0679,2003,Munster,Emerging Affluent,46871.63,81,0,SYNTHETIC
C000680,Synthetic Customer 0680,1965,Munster,Mass Market,64284.95,139,0,SYNTHETIC
C000681,Synthetic Customer 0681,1998,Leinster,Mass Market,52274.54,92,0,SYNTHETIC
C000682,Synthetic Customer 0682,1994,Leinster,Mass Market,22000,226,0,SYNTHETIC
C000683,Synthetic Customer 0683,2001,Connacht,Mass Market,36279.71,12,1,SYNTHETIC
C000684,Synthetic Customer 0684,2005,Munster,Mass Market,22000,198,0,SYNTHETIC
C000685,Synthetic Customer 0685,1977,Munster,Mass Market,69201.21,103,1,SYNTHETIC
C000686,Synthetic Customer 0686,1965,Dublin,Mass Market,82239.96,195,0,SYNTHETIC
C000687,Synthetic Customer 0687,1950,Dublin,Emerging Affluent,36710.15,171,0,SYNTHETIC
C000688,Synthetic Customer 0688,1972,Dublin,Mass Market,44053.71,49,0,SYNTHETIC
C000689,Synthetic Customer 0689,1987,Munster,Mass Market,22540.4,186,0,SYNTHETIC
C000690,Synthetic Customer 0690,1992,Connacht,Mass Market,39581.96,155,0,SYNTHETIC
C000691,Synthetic Customer 0691,1963,Dublin,Mass Market,22000,164,0,SYNTHETIC
C000692,Synthetic Customer 0692,1978,Ulster (ROI),Mass Market,57861.27,240,1,SYNTHETIC
C000693,Synthetic Customer 0693,1950,Dublin,Mass Market,23048.73,226,0,SYNTHETIC
C000694,Synthetic Customer 0694,1995,Leinster,Affluent,37452.28,187,1,SYNTHETIC
C000695,Synthetic Customer 0695,1996,Connacht,Affluent,50972.45,140,0,SYNTHETIC
C000696,Synthetic Customer 0696,1966,Connacht,Mass Market,56280.25,116,1,SYNTHETIC
C000697,Synthetic Customer 0697,1970,Connacht,Mass Market,23385.42,36,0,SYNTHETIC
C000698,Synthetic Customer 0698,1991,Dublin,Mass Market,51626.86,95,0,SYNTHETIC
C000699,Synthetic Customer 0699,2003,Dublin,Mass Market,27923.26,125,0,SYNTHETIC
C000700,Synthetic Customer 0700,1956,Munster,Mass Market,32653.07,82,0,SYNTHETIC
C000701,Synthetic Customer 0701,1986,Munster,Mass Market,34482.27,15,0,SYNTHETIC
C000702,Synthetic Customer 0702,1957,Leinster,Mass Market,52663.28,210,0,SYNTHETIC
C000703,Synthetic Customer 0703,2002,Munster,Emerging Affluent,29519.7,61,0,SYNTHETIC
C000704,Synthetic Customer 0704,2001,Ulster (ROI),Mass Market,48759.42,193,0,SYNTHETIC
C000705,Synthetic Customer 0705,1961,Leinster,Mass Market,31639.24,167,0,SYNTHETIC
C000706,Synthetic Customer 0706,1984,Leinster,Affluent,24051.29,223,0,SYNTHETIC
C000707,Synthetic Customer 0707,1954,Connacht,Mass Market,38324.52,115,0,SYNTHETIC
C000708,Synthetic Customer 0708,2005,Dublin,Mass Market,39136.42,215,0,SYNTHETIC
C000709,Synthetic Customer 0709,1955,Ulster (ROI),Mass Market,24518.1,159,0,SYNTHETIC
C000710,Synthetic Customer 0710,1951,Dublin,Mass Market,67157.03,53,0,SYNTHETIC
C000711,Synthetic Customer 0711,1995,Leinster,Mass Market,29380.78,18,0,SYNTHETIC
C000712,Synthetic Customer 0712,1990,Leinster,Emerging Affluent,24473.48,119,0,SYNTHETIC
C000713,Synthetic Customer 0713,1950,Munster,Mass Market,33667.35,81,0,SYNTHETIC
C000714,Synthetic Customer 0714,1973,Ulster (ROI),Emerging Affluent,40235.78,27,0,SYNTHETIC
C000715,Synthetic Customer 0715,1985,Leinster,Mass Market,37825.89,200,0,SYNTHETIC
C000716,Synthetic Customer 0716,1949,Munster,Mass Market,37005.38,143,0,SYNTHETIC
C000717,Synthetic Customer 0717,1967,Leinster,Mass Market,22825.52,1,0,SYNTHETIC
C000718,Synthetic Customer 0718,2003,Ulster (ROI),Mass Market,22525.22,141,0,SYNTHETIC
C000719,Synthetic Customer 0719,1982,Leinster,Mass Market,35069.03,217,1,SYNTHETIC
C000720,Synthetic Customer 0720,1986,Leinster,Mass Market,60205.12,239,1,SYNTHETIC
C000721,Synthetic Customer 0721,1977,Connacht,Mass Market,67904.97,123,1,SYNTHETIC
C000722,Synthetic Customer 0722,1960,Dublin,Emerging Affluent,29998.76,197,0,SYNTHETIC
C000723,Synthetic Customer 0723,1971,Leinster,Emerging Affluent,43207.46,120,0,SYNTHETIC
C000724,Synthetic Customer 0724,1967,Dublin,Mass Market,23714.97,231,0,SYNTHETIC
C000725,Synthetic Customer 0725,1984,Munster,Mass Market,28645.41,52,0,SYNTHETIC
C000726,Synthetic Customer 0726,1989,Dublin,Mass Market,39290.27,81,1,SYNTHETIC
C000727,Synthetic Customer 0727,1967,Dublin,Mass Market,36975.33,17,0,SYNTHETIC
C000728,Synthetic Customer 0728,1984,Leinster,Mass Market,49127.57,4,0,SYNTHETIC
C000729,Synthetic Customer 0729,1961,Dublin,Emerging Affluent,47249.21,81,0,SYNTHETIC
C000730,Synthetic Customer 0730,1948,Leinster,Mass Market,22180.08,47,0,SYNTHETIC
C000731,Synthetic Customer 0731,1984,Munster,Emerging Affluent,23428.39,67,0,SYNTHETIC
C000732,Synthetic Customer 0732,2004,Munster,Mass Market,26410.66,33,0,SYNTHETIC
C000733,Synthetic Customer 0733,1983,Connacht,Mass Market,22090.71,5,0,SYNTHETIC
C000734,Synthetic Customer 0734,1967,Dublin,Mass Market,94870.66,211,0,SYNTHETIC
C000735,Synthetic Customer 0735,1948,Dublin,Mass Market,49020.29,82,0,SYNTHETIC
C000736,Synthetic Customer 0736,1990,Dublin,Emerging Affluent,24895.63,167,0,SYNTHETIC
C000737,Synthetic Customer 0737,1986,Connacht,Mass Market,22000,3,1,SYNTHETIC
C000738,Synthetic Customer 0738,1979,Dublin,Mass Market,32734.64,63,0,SYNTHETIC
C000739,Synthetic Customer 0739,1949,Leinster,Affluent,40639.63,92,0,SYNTHETIC
C000740,Synthetic Customer 0740,1981,Leinster,Mass Market,22000,72,0,SYNTHETIC
C000741,Synthetic Customer 0741,1983,Leinster,Mass Market,38691.75,123,0,SYNTHETIC
C000742,Synthetic Customer 0742,1989,Dublin,Emerging Affluent,41214.25,6,0,SYNTHETIC
C000743,Synthetic Customer 0743,1976,Connacht,Mass Market,55939.69,54,0,SYNTHETIC
C000744,Synthetic Customer 0744,1989,Munster,Emerging Affluent,56662.89,172,0,SYNTHETIC
C000745,Synthetic Customer 0745,1998,Connacht,Mass Market,28830.3,121,0,SYNTHETIC
C000746,Synthetic Customer 0746,1981,Ulster (ROI),Mass Market,32712.54,110,0,SYNTHETIC
C000747,Synthetic Customer 0747,1969,Dublin,Mass Market,97929.27,194,0,SYNTHETIC
C000748,Synthetic Customer 0748,1964,Dublin,Mass Market,107651.8,233,0,SYNTHETIC
C000749,Synthetic Customer 0749,1958,Munster,Affluent,52420.19,123,0,SYNTHETIC
C000750,Synthetic Customer 0750,1962,Connacht,Mass Market,40846.56,103,0,SYNTHETIC
C000751,Synthetic Customer 0751,1973,Leinster,Mass Market,30792.8,86,0,SYNTHETIC
C000752,Synthetic Customer 0752,1974,Munster,Emerging Affluent,31635.48,127,0,SYNTHETIC
C000753,Synthetic Customer 0753,1958,Dublin,Mass Market,22000,186,0,SYNTHETIC
C000754,Synthetic Customer 0754,1961,Munster,Mass Market,25701.16,148,0,SYNTHETIC
C000755,Synthetic Customer 0755,1978,Munster,Mass Market,45896.14,67,1,SYNTHETIC
C000756,Synthetic Customer 0756,1971,Dublin,Mass Market,34493.69,201,0,SYNTHETIC
C000757,Synthetic Customer 0757,1987,Munster,Affluent,22000,142,0,SYNTHETIC
C000758,Synthetic Customer 0758,1959,Leinster,Affluent,22000,69,1,SYNTHETIC
C000759,Synthetic Customer 0759,1969,Leinster,Mass Market,22000,125,0,SYNTHETIC
C000760,Synthetic Customer 0760,2005,Leinster,Mass Market,58639.45,77,1,SYNTHETIC
C000761,Synthetic Customer 0761,1995,Munster,Emerging Affluent,41571.79,129,0,SYNTHETIC
C000762,Synthetic Customer 0762,1962,Connacht,Mass Market,32894.97,208,0,SYNTHETIC
C000763,Synthetic Customer 0763,1970,Leinster,Mass Market,34012.32,183,0,SYNTHETIC
C000764,Synthetic Customer 0764,1973,Dublin,Mass Market,26315.99,57,0,SYNTHETIC
C000765,Synthetic Customer 0765,1996,Connacht,Mass Market,43039.78,42,0,SYNTHETIC
C000766,Synthetic Customer 0766,1968,Leinster,Mass Market,36868.81,44,0,SYNTHETIC
C000767,Synthetic Customer 0767,1972,Leinster,Mass Market,33261.6,118,0,SYNTHETIC
C000768,Synthetic Customer 0768,1987,Ulster (ROI),Mass Market,57760.71,32,1,SYNTHETIC
C000769,Synthetic Customer 0769,1974,Dublin,Mass Market,26772.21,63,0,SYNTHETIC
C000770,Synthetic Customer 0770,1992,Munster,Emerging Affluent,52877.75,79,0,SYNTHETIC
C000771,Synthetic Customer 0771,1985,Dublin,Mass Market,86893.42,2,0,SYNTHETIC
C000772,Synthetic Customer 0772,1976,Leinster,Mass Market,89306.01,179,0,SYNTHETIC
C000773,Synthetic Customer 0773,1995,Dublin,Affluent,22000,102,0,SYNTHETIC
C000774,Synthetic Customer 0774,1960,Dublin,Affluent,41940.11,55,0,SYNTHETIC
C000775,Synthetic Customer 0775,1988,Leinster,Mass Market,94552.12,42,1,SYNTHETIC
C000776,Synthetic Customer 0776,2003,Dublin,Emerging Affluent,119279.03,230,0,SYNTHETIC
C000777,Synthetic Customer 0777,1983,Leinster,Mass Market,57767.97,209,0,SYNTHETIC
C000778,Synthetic Customer 0778,1958,Munster,Affluent,38730.5,161,0,SYNTHETIC
C000779,Synthetic Customer 0779,2002,Dublin,Mass Market,27373.63,149,0,SYNTHETIC
C000780,Synthetic Customer 0780,1985,Dublin,Mass Market,74002.34,167,0,SYNTHETIC
C000781,Synthetic Customer 0781,2002,Connacht,Mass Market,32226.09,178,0,SYNTHETIC
C000782,Synthetic Customer 0782,1964,Dublin,Emerging Affluent,75237.73,3,1,SYNTHETIC
C000783,Synthetic Customer 0783,1995,Ulster (ROI),Emerging Affluent,63996.61,223,0,SYNTHETIC
C000784,Synthetic Customer 0784,1996,Connacht,Affluent,48973.98,190,1,SYNTHETIC
C000785,Synthetic Customer 0785,1977,Connacht,Mass Market,56483.51,226,0,SYNTHETIC
C000786,Synthetic Customer 0786,1967,Ulster (ROI),Mass Market,34150.64,188,1,SYNTHETIC
C000787,Synthetic Customer 0787,1981,Dublin,Emerging Affluent,43090.86,3,0,SYNTHETIC
C000788,Synthetic Customer 0788,1995,Dublin,Affluent,51437.76,98,0,SYNTHETIC
C000789,Synthetic Customer 0789,1998,Dublin,Mass Market,22000,236,0,SYNTHETIC
C000790,Synthetic Customer 0790,1949,Dublin,Mass Market,27568.33,14,0,SYNTHETIC
C000791,Synthetic Customer 0791,1963,Connacht,Mass Market,27391.86,48,0,SYNTHETIC
C000792,Synthetic Customer 0792,1973,Munster,Mass Market,50077.8,6,0,SYNTHETIC
C000793,Synthetic Customer 0793,1963,Connacht,Mass Market,54528.98,126,0,SYNTHETIC
C000794,Synthetic Customer 0794,1956,Ulster (ROI),Emerging Affluent,38340.25,120,0,SYNTHETIC
C000795,Synthetic Customer 0795,1949,Leinster,Mass Market,22000,183,0,SYNTHETIC
C000796,Synthetic Customer 0796,1978,Ulster (ROI),Emerging Affluent,114562.11,163,0,SYNTHETIC
C000797,Synthetic Customer 0797,1959,Leinster,Emerging Affluent,24973.91,26,0,SYNTHETIC
C000798,Synthetic Customer 0798,1973,Leinster,Mass Market,31691.82,196,0,SYNTHETIC
C000799,Synthetic Customer 0799,1976,Dublin,Mass Market,43210.5,209,1,SYNTHETIC
C000800,Synthetic Customer 0800,1962,Leinster,Emerging Affluent,61990.87,74,0,SYNTHETIC
C000801,Synthetic Customer 0801,1966,Dublin,Mass Market,37791.3,234,1,SYNTHETIC
C000802,Synthetic Customer 0802,2002,Munster,Mass Market,33136.74,172,0,SYNTHETIC
C000803,Synthetic Customer 0803,1967,Dublin,Affluent,22000,136,0,SYNTHETIC
C000804,Synthetic Customer 0804,1956,Leinster,Emerging Affluent,22000,171,0,SYNTHETIC
C000805,Synthetic Customer 0805,1990,Connacht,Emerging Affluent,60546.63,151,0,SYNTHETIC
C000806,Synthetic Customer 0806,1967,Connacht,Mass Market,31202.1,65,0,SYNTHETIC
C000807,Synthetic Customer 0807,2003,Munster,Mass Market,33114.86,66,0,SYNTHETIC
C000808,Synthetic Customer 0808,1969,Leinster,Mass Market,62066.4,236,0,SYNTHETIC
C000809,Synthetic Customer 0809,1962,Munster,Mass Market,22975.66,165,0,SYNTHETIC
C000810,Synthetic Customer 0810,1967,Dublin,Emerging Affluent,54127.28,181,0,SYNTHETIC
C000811,Synthetic Customer 0811,1994,Leinster,Mass Market,22000,198,0,SYNTHETIC
C000812,Synthetic Customer 0812,2004,Ulster (ROI),Mass Market,39455.17,93,0,SYNTHETIC
C000813,Synthetic Customer 0813,1990,Connacht,Mass Market,52617.34,150,0,SYNTHETIC
C000814,Synthetic Customer 0814,1964,Leinster,Mass Market,24004.17,146,0,SYNTHETIC
C000815,Synthetic Customer 0815,1953,Connacht,Emerging Affluent,47274.81,172,0,SYNTHETIC
C000816,Synthetic Customer 0816,1967,Munster,Emerging Affluent,54060.87,51,0,SYNTHETIC
C000817,Synthetic Customer 0817,1998,Munster,Mass Market,43629.69,71,0,SYNTHETIC
C000818,Synthetic Customer 0818,1986,Ulster (ROI),Emerging Affluent,29090.58,9,0,SYNTHETIC
C000819,Synthetic Customer 0819,2001,Munster,Mass Market,42897.37,57,0,SYNTHETIC
C000820,Synthetic Customer 0820,1981,Dublin,Mass Market,46123.64,42,0,SYNTHETIC
C000821,Synthetic Customer 0821,1981,Munster,Mass Market,42686.33,158,0,SYNTHETIC
C000822,Synthetic Customer 0822,1958,Ulster (ROI),Mass Market,98193.43,128,0,SYNTHETIC
C000823,Synthetic Customer 0823,1983,Dublin,Mass Market,79809.43,12,0,SYNTHETIC
C000824,Synthetic Customer 0824,1974,Leinster,Mass Market,46513.67,231,1,SYNTHETIC
C000825,Synthetic Customer 0825,1997,Leinster,Mass Market,28232.38,172,0,SYNTHETIC
C000826,Synthetic Customer 0826,1961,Leinster,Mass Market,27314.76,74,0,SYNTHETIC
C000827,Synthetic Customer 0827,1963,Connacht,Mass Market,28951.01,102,0,SYNTHETIC
C000828,Synthetic Customer 0828,1957,Munster,Mass Market,39348.32,85,0,SYNTHETIC
C000829,Synthetic Customer 0829,1991,Dublin,Mass Market,36022.52,43,0,SYNTHETIC
C000830,Synthetic Customer 0830,1968,Ulster (ROI),Mass Market,47208.15,174,0,SYNTHETIC
C000831,Synthetic Customer 0831,1956,Dublin,Mass Market,54918.45,46,0,SYNTHETIC
C000832,Synthetic Customer 0832,1954,Munster,Affluent,46537.13,116,0,SYNTHETIC
C000833,Synthetic Customer 0833,1971,Dublin,Mass Market,42331.82,44,0,SYNTHETIC
C000834,Synthetic Customer 0834,1988,Dublin,Affluent,22000,210,0,SYNTHETIC
C000835,Synthetic Customer 0835,1985,Connacht,Emerging Affluent,75210.9,163,0,SYNTHETIC
C000836,Synthetic Customer 0836,1949,Connacht,Mass Market,66337.36,71,1,SYNTHETIC
C000837,Synthetic Customer 0837,1975,Ulster (ROI),Emerging Affluent,22286.79,98,0,SYNTHETIC
C000838,Synthetic Customer 0838,1986,Dublin,Mass Market,60096.75,141,0,SYNTHETIC
C000839,Synthetic Customer 0839,1988,Leinster,Emerging Affluent,51359.91,200,0,SYNTHETIC
C000840,Synthetic Customer 0840,2003,Munster,Mass Market,22000,88,0,SYNTHETIC
C000841,Synthetic Customer 0841,1958,Ulster (ROI),Affluent,39130.51,79,0,SYNTHETIC
C000842,Synthetic Customer 0842,1974,Dublin,Emerging Affluent,39311.55,218,0,SYNTHETIC
C000843,Synthetic Customer 0843,1954,Connacht,Mass Market,63062.39,53,0,SYNTHETIC
C000844,Synthetic Customer 0844,1954,Munster,Emerging Affluent,29950.86,1,0,SYNTHETIC
C000845,Synthetic Customer 0845,1992,Dublin,Affluent,44399.09,16,0,SYNTHETIC
C000846,Synthetic Customer 0846,1986,Munster,Mass Market,48274.11,148,0,SYNTHETIC
C000847,Synthetic Customer 0847,1968,Connacht,Emerging Affluent,80925.5,13,0,SYNTHETIC
C000848,Synthetic Customer 0848,1959,Leinster,Affluent,71930.33,167,0,SYNTHETIC
C000849,Synthetic Customer 0849,1958,Dublin,Mass Market,22000,42,1,SYNTHETIC
C000850,Synthetic Customer 0850,1972,Munster,Emerging Affluent,31137.27,161,1,SYNTHETIC
C000851,Synthetic Customer 0851,1976,Leinster,Emerging Affluent,44467.73,224,1,SYNTHETIC
C000852,Synthetic Customer 0852,1962,Connacht,Mass Market,22000,128,0,SYNTHETIC
C000853,Synthetic Customer 0853,1976,Connacht,Emerging Affluent,24701.02,82,0,SYNTHETIC
C000854,Synthetic Customer 0854,1984,Munster,Affluent,46993.51,111,1,SYNTHETIC
C000855,Synthetic Customer 0855,1976,Ulster (ROI),Mass Market,40262.79,193,0,SYNTHETIC
C000856,Synthetic Customer 0856,1954,Munster,Mass Market,55220.06,170,0,SYNTHETIC
C000857,Synthetic Customer 0857,1959,Munster,Mass Market,33719.46,89,0,SYNTHETIC
C000858,Synthetic Customer 0858,1969,Dublin,Emerging Affluent,37792.5,211,0,SYNTHETIC
C000859,Synthetic Customer 0859,1965,Munster,Mass Market,22000,236,0,SYNTHETIC
C000860,Synthetic Customer 0860,2003,Dublin,Mass Market,52992.66,84,0,SYNTHETIC
