customer_id,full_name,region,segment,annual_income,vulnerability_flag,loan_id,outstanding_balance,utilisation_ratio,days_past_due,missed_payments_12m,annual_inflows,annual_outflows,affordability_ratio,risk_score,risk_band,recommended_action,risk_rank,top_5pct_flag
C000998,Synthetic Customer 0998,Leinster,Mass Market,34851.56,1,L000998,12526.88,0.5062,0,0,35095.92,37382.07,1.0651,35.9,Low,Maintain and monitor,309,0
C000763,Synthetic Customer 0763,Leinster,Mass Market,34012.32,0,L000763,34836.39,0.6496,0,0,33270.42,31239.58,0.939,35.8,Low,Maintain and monitor,310,0
C000598,Synthetic Customer 0598,Dublin,Emerging Affluent,65228.65,0,L000598,9727.11,0.6502,0,0,62816.24,58927.53,0.9381,35.8,Low,Maintain and monitor,311,0
C000479,Synthetic Customer 0479,Munster,Mass Market,50445.67,0,L000479,23001.34,0.2493,30,2,49522.08,42894.66,0.8662,35.7,Low,Maintain and monitor,312,0
C000760,Synthetic Customer 0760,Leinster,Mass Market,58639.45,1,L000760,11866.39,0.506,0,0,57977.45,60502.29,1.0435,35.7,Low,Maintain and monitor,313,0
C000909,Synthetic Customer 0909,Connacht,Mass Market,63124.83,0,L000909,6169.18,0.4513,15,1,60898.39,54297.88,0.8916,35.7,Low,Maintain and monitor,314,0
C000335,Synthetic Customer 0335,Dublin,Emerging Affluent,44521.44,0,L000335,3371.73,0.6504,0,0,41454.67,38452.41,0.9276,35.7,Low,Maintain and monitor,315,0
C000298,Synthetic Customer 0298,Connacht,Mass Market,25553.06,0,L000298,3345.52,0.6513,0,0,26025.04,23903.14,0.9185,35.7,Low,Maintain and monitor,316,0
C000804,Synthetic Customer 0804,Leinster,Emerging Affluent,22000.0,0,L000804,1614.32,0.2421,30,2,22517.15,20265.99,0.9,35.7,Low,Maintain and monitor,317,0
C000812,Synthetic Customer 0812,Ulster (ROI),Mass Market,39455.17,0,L000812,17002.87,0.6606,0,0,37260.27,32377.42,0.869,35.6,Low,Maintain and monitor,318,0
C000403,Synthetic Customer 0403,Dublin,Emerging Affluent,42931.12,0,L000403,13925.76,0.2506,45,1,42415.53,37597.23,0.8864,35.6,Low,Maintain and monitor,319,0
C000782,Synthetic Customer 0782,Dublin,Emerging Affluent,75237.73,1,L000782,30134.38,0.5331,0,0,74767.84,66475.45,0.8891,35.5,Low,Maintain and monitor,320,0
C000247,Synthetic Customer 0247,Connacht,Mass Market,46913.81,0,L000247,20466.61,0.6385,0,0,47958.18,45230.83,0.9431,35.4,Low,Maintain and monitor,321,0
C000543,Synthetic Customer 0543,Munster,Mass Market,72137.95,0,L000543,17667.96,0.6467,0,0,71829.82,65261.24,0.9086,35.4,Low,Maintain and monitor,322,0
C000113,Synthetic Customer 0113,Leinster,Mass Market,22000.0,1,L000113,16180.47,0.4831,0,0,23456.91,27518.48,1.1732,35.3,Low,Maintain and monitor,323,0
C000018,Synthetic Customer 0018,Munster,Mass Market,46570.01,0,L000018,9995.34,0.6167,0,0,45063.95,46642.1,1.035,35.3,Low,Maintain and monitor,324,0
C000456,Synthetic Customer 0456,Dublin,Mass Market,65041.44,0,L000456,1049.66,0.1455,60,1,67654.75,59996.04,0.8868,35.3,Low,Maintain and monitor,325,0
C000994,Synthetic Customer 0994,Connacht,Emerging Affluent,22000.0,0,L000994,880.11,0.4484,15,1,22382.03,19295.75,0.8621,35.3,Low,Maintain and monitor,326,0
C000044,Synthetic Customer 0044,Ulster (ROI),Emerging Affluent,35484.68,0,L000044,10652.01,0.5477,0,1,35163.3,29887.26,0.85,35.2,Low,Maintain and monitor,327,0
C000820,Synthetic Customer 0820,Dublin,Mass Market,46123.64,0,L000820,10310.97,0.6338,0,0,43959.62,41309.27,0.9397,35.2,Low,Maintain and monitor,328,0
C000765,Synthetic Customer 0765,Connacht,Mass Market,43039.78,0,L000765,6406.84,0.5344,0,1,42773.04,39055.7,0.9131,35.2,Low,Maintain and monitor,329,0
C000365,Synthetic Customer 0365,Dublin,Mass Market,22000.0,0,L000365,2987.18,0.1456,60,1,21923.84,19105.08,0.8714,35.2,Low,Maintain and monitor,330,0
C000166,Synthetic Customer 0166,Leinster,Emerging Affluent,52726.55,0,L000166,11759.62,0.6192,0,0,53214.24,53189.86,0.9995,35.1,Low,Maintain and monitor,331,0
C000021,Synthetic Customer 0021,Dublin,Mass Market,23801.07,0,L000021,7528.96,0.6249,0,0,23520.33,22917.13,0.9744,35.1,Low,Maintain and monitor,332,0
C000334,Synthetic Customer 0334,Leinster,Mass Market,72294.11,0,L000334,4353.35,0.6346,0,0,67581.95,62751.44,0.9285,35.1,Low,Maintain and monitor,333,0
C000793,Synthetic Customer 0793,Connacht,Mass Market,54528.98,0,L000793,12716.01,0.4278,0,2,54982.37,48484.19,0.8818,35.0,Low,Maintain and monitor,334,0
C000564,Synthetic Customer 0564,Ulster (ROI),Mass Market,95090.0,0,L000564,11713.16,0.6192,0,0,94587.34,93511.41,0.9886,35.0,Low,Maintain and monitor,335,0
C000503,Synthetic Customer 0503,Dublin,Mass Market,22742.63,1,L000503,10819.53,0.27,15,1,21585.1,26765.37,1.24,35.0,Low,Maintain and monitor,336,0
C000600,Synthetic Customer 0600,Leinster,Mass Market,54752.17,0,L000600,5099.3,0.6247,0,0,55129.9,53083.54,0.9629,35.0,Low,Maintain and monitor,337,0
C000391,Synthetic Customer 0391,Leinster,Mass Market,54290.32,0,L000391,24800.13,0.6367,0,0,53794.13,48170.51,0.8955,34.9,Low,Maintain and monitor,338,0
C000620,Synthetic Customer 0620,Munster,Emerging Affluent,54554.09,0,L000620,18086.06,0.222,45,1,54486.13,51174.51,0.9392,34.9,Low,Maintain and monitor,339,0
C000243,Synthetic Customer 0243,Dublin,Mass Market,47448.9,0,L000243,9767.31,0.5236,0,1,48127.74,44255.57,0.9195,34.9,Low,Maintain and monitor,340,0
C000574,Synthetic Customer 0574,Connacht,Mass Market,23834.68,0,L000574,29658.48,0.641,0,0,24169.04,20904.88,0.8649,34.8,Low,Maintain and monitor,341,0
C000639,Synthetic Customer 0639,Ulster (ROI),Mass Market,38847.86,0,L000639,17587.92,0.6245,0,0,40581.58,38236.03,0.9422,34.8,Low,Maintain and monitor,342,0
C000572,Synthetic Customer 0572,Leinster,Mass Market,26089.93,0,L000572,6093.33,0.6491,0,0,26409.88,21926.26,0.8302,34.8,Low,Maintain and monitor,343,0
C000073,Synthetic Customer 0073,Ulster (ROI),Mass Market,32320.45,0,L000073,1800.18,0.6443,0,0,32878.2,27984.28,0.8512,34.8,Low,Maintain and monitor,344,0
C000171,Synthetic Customer 0171,Ulster (ROI),Mass Market,35718.9,0,L000171,17934.12,0.5213,0,1,35211.58,32269.77,0.9165,34.7,Low,Maintain and monitor,345,0
C000964,Synthetic Customer 0964,Leinster,Mass Market,59803.93,0,L000964,16328.15,0.6208,0,0,60816.85,57420.01,0.9441,34.7,Low,Maintain and monitor,346,0
C000596,Synthetic Customer 0596,Leinster,Mass Market,22000.0,0,L000596,15439.3,0.6242,0,0,21348.09,19990.7,0.9364,34.7,Low,Maintain and monitor,347,0
C000209,Synthetic Customer 0209,Connacht,Mass Market,63882.8,0,L000209,13560.51,0.6256,0,0,63469.49,58752.54,0.9257,34.7,Low,Maintain and monitor,348,0
C000376,Synthetic Customer 0376,Connacht,Mass Market,38135.9,0,L000376,7198.82,0.5151,0,1,37266.48,35031.68,0.94,34.7,Low,Maintain and monitor,349,0
C000950,Synthetic Customer 0950,Leinster,Mass Market,41603.88,0,L000950,9100.2,0.6048,0,0,41334.52,41938.49,1.0146,34.6,Low,Maintain and monitor,350,0
C000799,Synthetic Customer 0799,Dublin,Mass Market,43210.5,1,L000799,4498.38,0.4657,0,0,43203.19,49681.51,1.15,34.6,Low,Maintain and monitor,351,0
C000176,Synthetic Customer 0176,Dublin,Emerging Affluent,32820.21,0,L000176,5358.79,0.6197,0,0,33759.77,31469.35,0.9322,34.5,Low,Maintain and monitor,352,0
C000695,Synthetic Customer 0695,Connacht,Affluent,50972.45,0,L000695,18285.27,0.6284,0,0,50544.59,44272.04,0.8759,34.4,Low,Maintain and monitor,353,0
C000973,Synthetic Customer 0973,Dublin,Mass Market,24010.68,0,L000973,35415.95,0.6114,0,0,24206.56,22647.48,0.9356,34.2,Low,Maintain and monitor,354,0
C000984,Synthetic Customer 0984,Munster,Mass Market,52832.28,1,L000984,31620.22,0.4759,0,0,54355.71,55352.98,1.0183,34.2,Low,Maintain and monitor,355,0
C000367,Synthetic Customer 0367,Connacht,Mass Market,46529.31,0,L000367,14838.55,0.2003,30,2,47839.12,44322.38,0.9265,34.2,Low,Maintain and monitor,356,0
C000167,Synthetic Customer 0167,Leinster,Mass Market,22000.0,0,L000167,11460.86,0.6009,0,0,22331.24,21927.45,0.9819,34.2,Low,Maintain and monitor,357,0
C000063,Synthetic Customer 0063,Dublin,Affluent,29513.52,1,L000063,10602.69,0.4574,0,0,29459.98,32241.65,1.0944,34.2,Low,Maintain and monitor,358,0
C000001,Synthetic Customer 0001,Connacht,Mass Market,42189.42,0,L000001,3683.55,0.2139,45,1,40844.34,37122.65,0.9089,34.2,Low,Maintain and monitor,359,0
C000530,Synthetic Customer 0530,Leinster,Mass Market,41956.07,0,L000530,35627.43,0.6222,0,0,40976.69,36088.7,0.8807,34.1,Low,Maintain and monitor,360,0
C000480,Synthetic Customer 0480,Connacht,Mass Market,22000.0,0,L000480,18683.84,0.305,30,1,23026.59,21322.44,0.926,34.1,Low,Maintain and monitor,361,0
C000091,Synthetic Customer 0091,Ulster (ROI),Emerging Affluent,58181.43,0,L000091,7730.35,0.6072,0,0,56883.29,53043.99,0.9325,34.0,Low,Maintain and monitor,362,0
C000285,Synthetic Customer 0285,Munster,Mass Market,50846.81,0,L000285,23132.13,0.5906,0,0,50614.03,50681.41,1.0013,33.9,Low,Maintain and monitor,363,0
C000297,Synthetic Customer 0297,Leinster,Mass Market,55655.5,0,L000297,15744.4,0.6096,0,0,55830.56,50301.17,0.901,33.8,Low,Maintain and monitor,364,0
C000640,Synthetic Customer 0640,Dublin,Mass Market,121897.07,0,L000640,12420.45,0.6084,0,0,124504.64,112992.1,0.9075,33.8,Low,Maintain and monitor,365,0
C000512,Synthetic Customer 0512,Dublin,Mass Market,53798.07,0,L000512,3239.92,0.6101,0,0,53235.91,47487.35,0.892,33.7,Low,Maintain and monitor,366,0
C000874,Synthetic Customer 0874,Dublin,Mass Market,34841.24,0,L000874,25697.58,0.599,0,0,35674.9,33231.01,0.9315,33.6,Low,Maintain and monitor,367,0
C000406,Synthetic Customer 0406,Munster,Mass Market,36565.88,0,L000406,17545.5,0.5966,0,0,35685.46,33384.61,0.9355,33.6,Low,Maintain and monitor,368,0
C000555,Synthetic Customer 0555,Leinster,Mass Market,22000.0,0,L000555,9444.02,0.3985,15,1,21664.09,19240.88,0.8881,33.5,Low,Maintain and monitor,369,0
C000235,Synthetic Customer 0235,Dublin,Mass Market,57815.85,0,L000235,36435.01,0.6115,0,0,60129.58,50786.87,0.8446,33.4,Low,Maintain and monitor,370,0
C000302,Synthetic Customer 0302,Ulster (ROI),Mass Market,41523.87,1,L000302,10850.25,0.4524,0,0,41777.07,43342.56,1.0375,33.4,Low,Maintain and monitor,371,0
C000822,Synthetic Customer 0822,Ulster (ROI),Mass Market,98193.43,0,L000822,4315.81,0.6015,0,0,99365.85,89081.02,0.8965,33.4,Low,Maintain and monitor,372,0
C000988,Synthetic Customer 0988,Munster,Mass Market,73985.12,0,L000988,2426.89,0.6108,0,0,72631.3,61983.08,0.8534,33.4,Low,Maintain and monitor,373,0
C000102,Synthetic Customer 0102,Connacht,Mass Market,49890.81,0,L000102,38181.29,0.5966,0,0,49809.17,45057.98,0.9046,33.3,Low,Maintain and monitor,374,0
C000493,Synthetic Customer 0493,Dublin,Mass Market,28057.37,0,L000493,23129.5,0.4796,0,1,27784.01,26454.62,0.9522,33.3,Low,Maintain and monitor,375,0
C000354,Synthetic Customer 0354,Connacht,Emerging Affluent,38414.1,0,L000354,10493.38,0.5744,0,0,39385.03,39584.02,1.0051,33.3,Low,Maintain and monitor,376,0
C000495,Synthetic Customer 0495,Munster,Mass Market,27885.22,0,L000495,7484.6,0.3947,15,1,28017.19,24793.22,0.8849,33.3,Low,Maintain and monitor,377,0
C000292,Synthetic Customer 0292,Leinster,Mass Market,44537.99,0,L000292,5924.66,0.6035,0,0,43248.96,37892.29,0.8761,33.3,Low,Maintain and monitor,378,0
C000188,Synthetic Customer 0188,Leinster,Mass Market,39102.6,0,L000188,5281.76,0.2828,30,1,37363.0,35442.8,0.9486,33.3,Low,Maintain and monitor,379,0
C000126,Synthetic Customer 0126,Dublin,Affluent,48218.64,0,L000126,18632.65,0.1774,45,1,47529.67,45738.79,0.9623,33.2,Low,Maintain and monitor,380,0
C000647,Synthetic Customer 0647,Dublin,Mass Market,51727.93,0,L000647,11885.03,0.6043,0,0,49038.54,42259.56,0.8618,33.2,Low,Maintain and monitor,381,0
C000371,Synthetic Customer 0371,Dublin,Mass Market,22000.0,1,L000371,10659.16,0.325,0,1,21179.39,25463.94,1.2023,33.1,Low,Maintain and monitor,382,0
C000748,Synthetic Customer 0748,Dublin,Mass Market,107651.8,0,L000748,36075.81,0.608,0,0,105163.74,86384.03,0.8214,33.0,Low,Maintain and monitor,383,0
C000856,Synthetic Customer 0856,Munster,Mass Market,55220.06,0,L000856,10147.24,0.5937,0,0,58655.33,52244.44,0.8907,33.0,Low,Maintain and monitor,384,0
C000469,Synthetic Customer 0469,Leinster,Emerging Affluent,45744.59,0,L000469,5028.27,0.5855,0,0,45586.87,42261.2,0.927,33.0,Low,Maintain and monitor,385,0
C000869,Synthetic Customer 0869,Leinster,Mass Market,51833.78,0,L000869,6097.36,0.5727,0,0,51262.44,49743.08,0.9704,32.9,Low,Maintain and monitor,386,0
C000192,Synthetic Customer 0192,Munster,Mass Market,75284.1,0,L000192,5136.26,0.5929,0,0,73818.15,65130.08,0.8823,32.9,Low,Maintain and monitor,387,0
C000768,Synthetic Customer 0768,Ulster (ROI),Mass Market,57760.71,1,L000768,1844.09,0.4402,0,0,55086.22,56345.88,1.0229,32.8,Low,Maintain and monitor,388,0
C000773,Synthetic Customer 0773,Dublin,Affluent,22000.0,0,L000773,20504.63,0.5716,0,0,21530.39,20572.45,0.9555,32.7,Low,Maintain and monitor,389,0
C000230,Synthetic Customer 0230,Leinster,Emerging Affluent,40983.59,0,L000230,16725.15,0.5806,0,0,40183.51,36819.48,0.9163,32.7,Low,Maintain and monitor,390,0
C000499,Synthetic Customer 0499,Leinster,Mass Market,35058.51,0,L000499,9216.94,0.5836,0,0,35946.35,31987.67,0.8899,32.6,Low,Maintain and monitor,391,0
C000541,Synthetic Customer 0541,Munster,Mass Market,42471.65,0,L000541,5682.1,0.5738,0,0,43021.02,40088.63,0.9318,32.6,Low,Maintain and monitor,392,0
C000361,Synthetic Customer 0361,Dublin,Mass Market,51967.01,0,L000361,4753.65,0.5762,0,0,51009.52,47166.16,0.9247,32.6,Low,Maintain and monitor,393,0
C000312,Synthetic Customer 0312,Connacht,Emerging Affluent,58004.28,0,L000312,3098.09,0.5795,0,0,60219.6,54667.01,0.9078,32.6,Low,Maintain and monitor,394,0
C000514,Synthetic Customer 0514,Connacht,Mass Market,22775.82,0,L000514,2082.3,0.4747,0,1,22286.51,20075.46,0.9008,32.6,Low,Maintain and monitor,395,0
C000315,Synthetic Customer 0315,Munster,Mass Market,39211.85,0,L000315,11653.88,0.1752,45,1,40538.6,36497.18,0.9003,32.5,Low,Maintain and monitor,396,0
C000002,Synthetic Customer 0002,Dublin,Mass Market,36146.13,0,L000002,6783.52,0.1794,45,1,35302.43,30965.63,0.8772,32.5,Low,Maintain and monitor,397,0
C000508,Synthetic Customer 0508,Dublin,Mass Market,54634.03,0,L000508,5804.8,0.2573,30,1,52245.78,51055.18,0.9772,32.5,Low,Maintain and monitor,398,0
C000484,Synthetic Customer 0484,Dublin,Emerging Affluent,36119.12,0,L000484,5786.51,0.5557,0,0,35710.71,35880.72,1.0048,32.5,Low,Maintain and monitor,399,0
C000726,Synthetic Customer 0726,Dublin,Mass Market,39290.27,1,L000726,2286.07,0.4292,0,0,37864.88,39417.32,1.041,32.5,Low,Maintain and monitor,400,0
C000967,Synthetic Customer 0967,Leinster,Mass Market,24256.95,0,L000967,23107.96,0.5853,0,0,23321.24,19985.68,0.857,32.4,Low,Maintain and monitor,401,0
C000710,Synthetic Customer 0710,Dublin,Mass Market,67157.03,0,L000710,6775.22,0.5712,0,0,66439.13,61573.14,0.9268,32.4,Low,Maintain and monitor,402,0
C000223,Synthetic Customer 0223,Munster,Affluent,51608.44,0,L000223,4147.67,0.5665,0,0,52971.05,50232.96,0.9483,32.4,Low,Maintain and monitor,403,0
C000295,Synthetic Customer 0295,Leinster,Mass Market,53543.25,0,L000295,3503.2,0.4658,0,1,54979.52,50655.92,0.9214,32.4,Low,Maintain and monitor,404,0
C000658,Synthetic Customer 0658,Connacht,Mass Market,33763.12,0,L000658,1741.56,0.554,0,0,33623.24,33241.91,0.9887,32.3,Low,Maintain and monitor,405,0
C000718,Synthetic Customer 0718,Ulster (ROI),Mass Market,22525.22,0,L000718,714.13,0.4707,0,1,22032.28,19386.08,0.8799,32.3,Low,Maintain and monitor,406,0
C000016,Synthetic Customer 0016,Munster,Emerging Affluent,23689.73,0,L000016,32231.4,0.5745,0,0,23195.31,20707.87,0.8928,32.2,Low,Maintain and monitor,407,0
C000778,Synthetic Customer 0778,Munster,Affluent,38730.5,0,L000778,20171.15,0.5758,0,0,38837.33,34132.46,0.8789,32.2,Low,Maintain and monitor,408,0
C000927,Synthetic Customer 0927,Munster,Mass Market,69746.7,0,L000927,13039.89,0.5653,0,0,69537.6,64442.74,0.9267,32.2,Low,Maintain and monitor,409,0
C000729,Synthetic Customer 0729,Dublin,Emerging Affluent,47249.21,0,L000729,12809.05,0.5698,0,0,46726.08,42717.91,0.9142,32.2,Low,Maintain and monitor,410,0
C000779,Synthetic Customer 0779,Dublin,Mass Market,27373.63,0,L000779,11311.25,0.5595,0,0,27650.25,26538.38,0.9598,32.2,Low,Maintain and monitor,411,0
C000057,Synthetic Customer 0057,Connacht,Mass Market,82295.89,0,L000057,4406.39,0.5658,0,0,84695.84,78218.54,0.9235,32.2,Low,Maintain and monitor,412,0
C000009,Synthetic Customer 0009,Dublin,Mass Market,53171.85,0,L000009,11227.96,0.5746,0,0,52044.97,45686.14,0.8778,32.1,Low,Maintain and monitor,413,0
C000533,Synthetic Customer 0533,Munster,Affluent,44865.62,0,L000533,9810.7,0.5692,0,0,44083.36,39819.86,0.9033,32.1,Low,Maintain and monitor,414,0
C000464,Synthetic Customer 0464,Connacht,Emerging Affluent,49179.82,0,L000464,9341.79,0.5671,0,0,48866.07,44607.11,0.9128,32.1,Low,Maintain and monitor,415,0
C000588,Synthetic Customer 0588,Ulster (ROI),Mass Market,33552.52,0,L000588,3262.16,0.3621,15,1,34349.7,31181.08,0.9078,32.1,Low,Maintain and monitor,416,0
C000364,Synthetic Customer 0364,Dublin,Mass Market,65839.38,0,L000364,6827.73,0.576,0,0,65297.26,56345.48,0.8629,32.0,Low,Maintain and monitor,417,0
C000422,Synthetic Customer 0422,Leinster,Mass Market,37630.28,0,L000422,3607.38,0.2352,0,3,37107.27,35090.85,0.9457,32.0,Low,Maintain and monitor,418,0
C000041,Synthetic Customer 0041,Munster,Mass Market,67414.57,0,L000041,6923.07,0.5653,0,0,67543.97,60866.23,0.9011,31.9,Low,Maintain and monitor,419,0
C000118,Synthetic Customer 0118,Leinster,Mass Market,27631.22,0,L000118,6486.51,0.5668,0,0,28702.37,25642.45,0.8934,31.9,Low,Maintain and monitor,420,0
C000802,Synthetic Customer 0802,Munster,Mass Market,33136.74,0,L000802,5894.88,0.351,15,1,32055.96,30109.38,0.9393,31.9,Low,Maintain and monitor,421,0
C000535,Synthetic Customer 0535,Dublin,Mass Market,42694.04,0,L000535,36869.59,0.5517,0,0,41199.32,38800.79,0.9418,31.7,Low,Maintain and monitor,422,0
C000253,Synthetic Customer 0253,Munster,Mass Market,55724.97,0,L000253,13588.66,0.552,0,0,55892.62,52077.01,0.9317,31.7,Low,Maintain and monitor,423,0
C000152,Synthetic Customer 0152,Munster,Mass Market,55439.51,0,L000152,8798.51,0.5539,0,0,54897.36,50722.24,0.9239,31.7,Low,Maintain and monitor,424,0
C000607,Synthetic Customer 0607,Ulster (ROI),Mass Market,22000.0,0,L000607,3514.53,0.2619,30,1,21838.85,18852.51,0.8633,31.7,Low,Maintain and monitor,425,0
C000667,Synthetic Customer 0667,Munster,Mass Market,37488.54,0,L000667,946.19,0.5785,0,0,36375.54,29480.68,0.8105,31.7,Low,Maintain and monitor,426,0
C000135,Synthetic Customer 0135,Ulster (ROI),Mass Market,31878.82,0,L000135,12491.08,0.5525,0,0,31847.79,29255.9,0.9186,31.6,Low,Maintain and monitor,427,0
C000341,Synthetic Customer 0341,Leinster,Mass Market,22000.0,0,L000341,8660.15,0.1625,30,2,23893.87,19594.49,0.8201,31.6,Low,Maintain and monitor,428,0
C000159,Synthetic Customer 0159,Leinster,Mass Market,55961.46,0,L000159,7954.98,0.1546,45,1,57000.95,51072.24,0.896,31.6,Low,Maintain and monitor,429,0
C000471,Synthetic Customer 0471,Dublin,Mass Market,46948.16,0,L000471,2053.11,0.5672,0,0,48016.05,41057.83,0.8551,31.6,Low,Maintain and monitor,430,0
C000878,Synthetic Customer 0878,Connacht,Affluent,42060.94,1,L000878,672.35,0.4028,0,0,40801.3,43242.01,1.0598,31.6,Low,Maintain and monitor,431,0
C000798,Synthetic Customer 0798,Leinster,Mass Market,31691.82,0,L000798,29809.52,0.547,0,0,32141.88,30185.7,0.9391,31.5,Low,Maintain and monitor,432,0
C000288,Synthetic Customer 0288,Munster,Mass Market,37259.34,0,L000288,24724.02,0.5417,0,0,36542.84,35002.25,0.9578,31.5,Low,Maintain and monitor,433,0
C000419,Synthetic Customer 0419,Connacht,Mass Market,54876.56,0,L000419,18858.19,0.5577,0,0,53614.65,47911.58,0.8936,31.5,Low,Maintain and monitor,434,0
C000114,Synthetic Customer 0114,Ulster (ROI),Emerging Affluent,29024.44,0,L000114,12197.41,0.5345,0,0,28807.68,28638.66,0.9941,31.5,Low,Maintain and monitor,435,0
C000042,Synthetic Customer 0042,Leinster,Mass Market,35931.74,0,L000042,6996.53,0.5542,0,0,34921.61,31668.9,0.9069,31.5,Low,Maintain and monitor,436,0
C000731,Synthetic Customer 0731,Munster,Emerging Affluent,23428.39,0,L000731,4767.75,0.5527,0,0,23896.67,21848.79,0.9143,31.5,Low,Maintain and monitor,437,0
C000650,Synthetic Customer 0650,Dublin,Emerging Affluent,28686.73,0,L000650,32295.35,0.5367,0,0,28326.66,27755.71,0.9798,31.4,Low,Maintain and monitor,438,0
C000623,Synthetic Customer 0623,Dublin,Affluent,73949.91,0,L000623,28561.08,0.5404,0,0,73278.94,70489.06,0.9619,31.4,Low,Maintain and monitor,439,0
C000928,Synthetic Customer 0928,Leinster,Mass Market,49767.41,0,L000928,17887.57,0.5465,0,0,49992.12,46458.09,0.9293,31.4,Low,Maintain and monitor,440,0
C000511,Synthetic Customer 0511,Connacht,Mass Market,72122.98,0,L000511,4741.3,0.5468,0,0,68820.65,64213.15,0.9331,31.4,Low,Maintain and monitor,441,0
C000862,Synthetic Customer 0862,Dublin,Mass Market,39609.78,0,L000862,18431.22,0.4555,0,1,38825.12,32835.69,0.8457,31.3,Low,Maintain and monitor,442,0
C000119,Synthetic Customer 0119,Dublin,Mass Market,59276.87,0,L000119,17474.15,0.5639,0,0,56994.57,47718.15,0.8372,31.3,Low,Maintain and monitor,443,0
C000348,Synthetic Customer 0348,Dublin,Mass Market,22000.0,0,L000348,7349.06,0.5418,0,0,22166.19,20911.42,0.9434,31.3,Low,Maintain and monitor,444,0
C000273,Synthetic Customer 0273,Dublin,Mass Market,27490.19,0,L000273,6898.6,0.2349,30,1,27601.86,26094.97,0.9454,31.3,Low,Maintain and monitor,445,0
C000859,Synthetic Customer 0859,Munster,Mass Market,22000.0,0,L000859,2629.16,0.343,15,1,22202.99,20097.45,0.9052,31.3,Low,Maintain and monitor,446,0
C000884,Synthetic Customer 0884,Leinster,Mass Market,38057.58,0,L000884,23787.85,0.0409,60,1,38917.44,35497.93,0.9121,31.2,Low,Maintain and monitor,447,0
C000691,Synthetic Customer 0691,Dublin,Mass Market,22000.0,0,L000691,22018.45,0.3289,15,1,22615.57,21622.36,0.9561,31.2,Low,Maintain and monitor,448,0
C000193,Synthetic Customer 0193,Leinster,Mass Market,35580.53,0,L000193,18150.44,0.3363,15,1,35760.65,32708.56,0.9147,31.1,Low,Maintain and monitor,449,0
C000675,Synthetic Customer 0675,Dublin,Mass Market,24204.86,0,L000675,17742.7,0.1398,45,1,24378.7,22070.98,0.9053,31.1,Low,Maintain and monitor,450,0
C000476,Synthetic Customer 0476,Dublin,Emerging Affluent,32496.45,1,L000476,1693.73,0.3876,0,0,31571.38,34042.21,1.0783,31.1,Low,Maintain and monitor,451,0
C000542,Synthetic Customer 0542,Dublin,Emerging Affluent,45835.57,1,L000542,5206.67,0.4041,0,0,45736.1,45320.7,0.9909,31.0,Low,Maintain and monitor,452,0
C000374,Synthetic Customer 0374,Ulster (ROI),Mass Market,42868.36,0,L000374,5086.32,0.5453,0,0,43637.84,38955.69,0.8927,31.0,Low,Maintain and monitor,453,0
C000730,Synthetic Customer 0730,Leinster,Mass Market,22180.08,0,L000730,33701.97,0.5377,0,0,22869.14,20971.55,0.917,30.9,Low,Maintain and monitor,454,0
C000583,Synthetic Customer 0583,Leinster,Mass Market,54319.42,0,L000583,27260.58,0.5405,0,0,54206.14,48691.77,0.8983,30.9,Low,Maintain and monitor,455,0
C000832,Synthetic Customer 0832,Munster,Affluent,46537.13,0,L000832,11594.22,0.5359,0,0,45392.65,42023.74,0.9258,30.9,Low,Maintain and monitor,456,0
C000871,Synthetic Customer 0871,Dublin,Mass Market,29787.6,1,L000871,9715.65,0.3818,0,0,30555.38,33132.47,1.0843,30.9,Low,Maintain and monitor,457,0
C000028,Synthetic Customer 0028,Connacht,Mass Market,36085.69,0,L000028,4042.49,0.33,15,1,36604.9,33678.66,0.9201,30.9,Low,Maintain and monitor,458,0
C000580,Synthetic Customer 0580,Leinster,Mass Market,22000.0,0,L000580,35797.01,0.5238,0,0,20794.96,20087.72,0.966,30.8,Low,Maintain and monitor,459,0
C000451,Synthetic Customer 0451,Ulster (ROI),Mass Market,57318.11,0,L000451,21363.24,0.5336,0,0,58093.36,53749.11,0.9252,30.8,Low,Maintain and monitor,460,0
C000920,Synthetic Customer 0920,Dublin,Mass Market,44977.39,0,L000920,32918.8,0.529,0,0,42520.19,39512.19,0.9293,30.7,Low,Maintain and monitor,461,0
C000949,Synthetic Customer 0949,Dublin,Mass Market,51410.98,0,L000949,23507.37,0.2272,30,1,53024.45,48284.2,0.9106,30.7,Low,Maintain and monitor,462,0
C000083,Synthetic Customer 0083,Connacht,Mass Market,30775.94,0,L000083,17842.76,0.5366,0,0,31159.35,28116.01,0.9023,30.7,Low,Maintain and monitor,463,0
C000169,Synthetic Customer 0169,Connacht,Mass Market,32773.97,0,L000169,16876.74,0.5285,0,0,32951.88,30709.61,0.932,30.7,Low,Maintain and monitor,464,0
C000827,Synthetic Customer 0827,Connacht,Mass Market,28951.01,0,L000827,6987.08,0.5433,0,0,29051.69,25287.65,0.8704,30.7,Low,Maintain and monitor,465,0
C000741,Synthetic Customer 0741,Leinster,Mass Market,38691.75,0,L000741,17023.71,0.1329,45,1,38156.97,33802.32,0.8859,30.6,Low,Maintain and monitor,466,0
